# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2270097	2270540	+							M164_2451	444		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2270097	2270540	+	ACR43047.1			thioesterase superfamily protein			M164_2451	444	147	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2270590	2271990	+							M164_2452	1401		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2270590	2271990	+	ACR43048.1			selenium-binding protein			M164_2452	1401	466	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2271959	2272516	+							M164_2453	558		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2271959	2272516	+	ACR43049.1			conserved hypothetical protein			M164_2453	558	185	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2272715	2273131	+							M164_2454	417		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2272715	2273131	+	ACR43050.1			conserved hypothetical protein			M164_2454	417	138	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2273134	2274258	-							M164_2455	1125		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2273134	2274258	-	ACR43051.1			major facilitator superfamily MFS_1			M164_2455	1125	374	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2274374	2275717	+							M164_2456	1344		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2274374	2275717	+	ACR43052.1			major facilitator superfamily MFS_1			M164_2456	1344	447	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2275758	2276261	-							M164_2457	504		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2275758	2276261	-	ACR43053.1			ABC transporter related			M164_2457	504	167	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2276265	2277116	-							M164_2458	852		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2276265	2277116	-	ACR43054.1			binding-protein-dependent transport systems inner membrane component			M164_2458	852	283	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2277113	2277292	-							M164_2459	180		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2277518	2278027	-							M164_2460	510		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2277518	2278027	-	ACR43055.1			PaREP1 family protein			M164_2460	510	169	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2278484	2278867	-							M164_2461	384		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2278484	2278867	-	ACR43056.1			conserved hypothetical protein			M164_2461	384	127	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2278864	2279565	-							M164_2462	702		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2278864	2279565	-	ACR43057.1			Creatininase			M164_2462	702	233	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2279751	2281508	+							M164_2463	1758		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2279751	2281508	+	ACR43058.1			AAA ATPase central domain protein			M164_2463	1758	585	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2281715	2283343	+							M164_2464	1629		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2281715	2283343	+	ACR43059.1			conserved hypothetical protein			M164_2464	1629	542	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2283433	2284389	+							M164_2465	957		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2283433	2284389	+	ACR43060.1			MscS Mechanosensitive ion channel			M164_2465	957	318	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2284489	2284902	+							M164_2466	414		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2284489	2284902	+	ACR43061.1			conserved hypothetical protein			M164_2466	414	137	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2284914	2285189	-							M164_2467	276		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2284914	2285189	-	ACR43062.1			conserved hypothetical protein			M164_2467	276	91	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2285408	2286427	-							M164_2468	1020		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2285408	2286427	-	ACR43063.1			TrkA-N domain protein			M164_2468	1020	339	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2286514	2287143	+							M164_2469	630		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2286514	2287143	+	ACR43064.1			oxidoreductase molybdopterin binding			M164_2469	630	209	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2287130	2287606	+							M164_2470	477		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2287130	2287606	+	ACR43065.1			conserved hypothetical protein			M164_2470	477	158	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2287880	2290819	+							M164_2471	2940		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2287880	2290819	+	ACR43066.1			formate dehydrogenase, alpha subunit			M164_2471	2940	979	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2290783	2291139	+							M164_2472	357		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2290783	2291139	+	ACR43067.1			protein of unknown function DUF1641			M164_2472	357	118	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2291120	2291887	+							M164_2473	768		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2291120	2291887	+	ACR43068.1			formate dehydrogenase family accessory protein FdhD			M164_2473	768	255	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2291950	2292888	+							M164_2474	939		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2291950	2292888	+	ACR43069.1			Pyruvate, water dikinase			M164_2474	939	312	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2292885	2293172	-							M164_2475	288		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2292885	2293172	-	ACR43070.1			4Fe-4S ferredoxin iron-sulfur binding domain protein			M164_2475	288	95	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2293169	2294356	-							M164_2476	1188		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2293169	2294356	-	ACR43071.1			FAD dependent oxidoreductase			M164_2476	1188	395	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2294359	2296191	-							M164_2477	1833		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2294359	2296191	-	ACR43072.1			Electron transfer flavoprotein alpha subunit			M164_2477	1833	610	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2296360	2297277	-							M164_2478	918		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2296360	2297277	-	ACR43073.1			pyruvate ferredoxin/flavodoxin oxidoreductase, beta subunit			M164_2478	918	305	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2297264	2299162	-							M164_2479	1899		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2297264	2299162	-	ACR43074.1			pyruvate flavodoxin/ferredoxin oxidoreductase domain protein			M164_2479	1899	632	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2299501	2299806	+							M164_2480	306		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2299501	2299806	+	ACR43075.1			conserved hypothetical protein			M164_2480	306	101	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2299930	2300412	+							M164_2481	483		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2299930	2300412	+	ACR43076.1			GCN5-related N-acetyltransferase			M164_2481	483	160	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2300502	2301296	+							M164_2482	795		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2300502	2301296	+	ACR43077.1			conserved hypothetical protein			M164_2482	795	264	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2301769	2302725	-							M164_2483	957		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2301769	2302725	-	ACR43078.1			Acetamidase/Formamidase			M164_2483	957	318	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2302765	2304285	-							M164_2484	1521		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2302765	2304285	-	ACR43079.1			AMP-dependent synthetase and ligase			M164_2484	1521	506	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2304525	2305007	+							M164_2485	483		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2304525	2305007	+	ACR43080.1			transposase IS116/IS110/IS902 family protein			M164_2485	483	160	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2305204	2305359	-							M164_2486	156		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2305204	2305359	-	ACR43081.1			conserved hypothetical protein			M164_2486	156	51	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2305392	2305538	-							M164_2827	147		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2305876	2306235	-							M164_2487	360		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2305876	2306235	-	ACR43082.1			Protein of unknown function DUF1059			M164_2487	360	119	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2306331	2306534	+							M164_2488	204		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2306331	2306534	+	ACR43083.1			Protein of unknown function DUF1059			M164_2488	204	67	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2306542	2307312	+							M164_2489	771		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2306542	2307312	+	ACR43084.1			putative transcriptional regulator, AsnC family			M164_2489	771	256	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2307391	2307918	+							M164_2490	528		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2307391	2307918	+	ACR43085.1			conserved hypothetical protein			M164_2490	528	175	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2308114	2309532	-							M164_2491	1419		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2308114	2309532	-	ACR43086.1			conserved hypothetical protein			M164_2491	1419	472	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2309552	2310634	-							M164_2492	1083		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2309552	2310634	-	ACR43087.1			conserved hypothetical protein			M164_2492	1083	360	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2310735	2311604	+							M164_2493	870		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2310735	2311604	+	ACR43088.1			protein of unknown function DUF929			M164_2493	870	289	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2311963	2312241	-							M164_2494	279		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2311963	2312241	-	ACR43089.1			conserved hypothetical protein			M164_2494	279	92	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2312359	2312652	-							M164_2495	294		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2312359	2312652	-	ACR43090.1			Antibiotic biosynthesis monooxygenase			M164_2495	294	97	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2312665	2314275	-							M164_2496	1611		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2312665	2314275	-	ACR43091.1			Cytochrome b/b6 domain			M164_2496	1611	536	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2314321	2315295	-							M164_2497	975		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2314321	2315295	-	ACR43092.1			Rieske iron-sulfur protein SoxL2			M164_2497	975	324	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2315332	2315974	-							M164_2498	643		pseudo
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2316261	2316461	-							M164_2499	201		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2316552	2317967	-							M164_2500	1416		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2316552	2317967	-	ACR43093.1			cytochrome b558/566, subunit A (CbsA)			M164_2500	1416	471	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2318132	2319124	+							M164_2501	993		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2318132	2319124	+	ACR43094.1			Alcohol dehydrogenase GroES domain protein			M164_2501	993	330	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2319113	2320012	-							M164_2502	900		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2319113	2320012	-	ACR43095.1			conserved hypothetical protein			M164_2502	900	299	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2320009	2320635	-							M164_2503	627		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2320009	2320635	-	ACR43096.1			conserved hypothetical protein			M164_2503	627	208	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2320804	2321880	-							M164_2504	1077		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2320804	2321880	-	ACR43097.1			Polysulphide reductase NrfD			M164_2504	1077	358	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2321991	2322815	+							M164_2505	825		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2321991	2322815	+	ACR43098.1			Tetratricopeptide TPR_2 repeat protein			M164_2505	825	274	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2322896	2327179	+							M164_2506	4284		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2322896	2327179	+	ACR43099.1			oxydoreductase, putative			M164_2506	4284	1427	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2327190	2328032	+							M164_2507	843		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2327190	2328032	+	ACR43100.1			4Fe-4S ferredoxin iron-sulfur binding domain protein			M164_2507	843	280	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2328054	2328704	+							M164_2508	651		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2328054	2328704	+	ACR43101.1			conserved hypothetical protein			M164_2508	651	216	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2328704	2330185	+							M164_2509	1482		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2328704	2330185	+	ACR43102.1			4Fe-4S ferredoxin iron-sulfur binding domain protein			M164_2509	1482	493	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2330182	2330754	+							M164_2510	573		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2330182	2330754	+	ACR43103.1			conserved hypothetical protein			M164_2510	573	190	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2330757	2331167	+							M164_2511	411		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2330757	2331167	+	ACR43104.1			conserved hypothetical protein			M164_2511	411	136	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2331431	2332960	+							M164_2512	1530		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2331431	2332960	+	ACR43105.1			phosphoesterase			M164_2512	1530	509	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2333132	2333305	-							M164_2513	174		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2333132	2333305	-	ACR43106.1			conserved hypothetical protein			M164_2513	174	57	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2333826	2333900	+							M164_R0050	75		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2333826	2333900	+				tRNA-Thr			M164_R0050	75		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2334356	2334502	+							M164_2514	147		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2334356	2334502	+	ACR43107.1			conserved hypothetical protein			M164_2514	147	48	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2334503	2334862	+							M164_2515	360		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2334503	2334862	+	ACR43108.1			conserved hypothetical protein			M164_2515	360	119	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2334901	2335809	+							M164_2516	909		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2334901	2335809	+	ACR43109.1			conserved hypothetical protein			M164_2516	909	302	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2335848	2336060	+							M164_2517	213		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2335848	2336060	+	ACR43110.1			hypothetical protein			M164_2517	213	70	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2336075	2336830	+							M164_2518	756		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2336075	2336830	+	ACR43111.1			conserved hypothetical protein			M164_2518	756	251	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2337114	2338430	-							M164_2519	1317		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2337114	2338430	-	ACR43112.1			conserved hypothetical protein			M164_2519	1317	438	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2338846	2339463	-							M164_2520	618		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2338846	2339463	-	ACR43113.1			conserved hypothetical protein			M164_2520	618	205	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2339558	2340142	-							M164_2521	585		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2339558	2340142	-	ACR43114.1			SNARE associated Golgi protein			M164_2521	585	194	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2340231	2340467	-							M164_2522	237		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2340231	2340467	-	ACR43115.1			hypothetical protein			M164_2522	237	78	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2340630	2340815	-							M164_2523	186		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2340630	2340815	-	ACR43116.1			transcriptional regulator, AbrB family			M164_2523	186	61	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2340888	2341649	-							M164_2524	762		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2340888	2341649	-	ACR43117.1			Transketolase domain protein			M164_2524	762	253	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2341725	2342819	-							M164_2525	1095		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2341725	2342819	-	ACR43118.1			transposase			M164_2525	1095	364	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2342806	2342970	-							M164_2526	165		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2342806	2342970	-	ACR43119.1			hypothetical protein			M164_2526	165	54	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2343103	2343399	-							M164_2527	297		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2343103	2343399	-	ACR43120.1			Pyruvate/2-oxoglutarate dehydrogenase complexde hydrogenase (E1) component-like protein			M164_2527	297	98	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2343396	2344267	-							M164_2836	872		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2344533	2345411	+							M164_2529	879		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2344533	2345411	+	ACR43121.1			aldo/keto reductase			M164_2529	879	292	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2345446	2345865	+							M164_2530	420		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2345446	2345865	+	ACR43122.1			UspA domain protein			M164_2530	420	139	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2345894	2346250	+							M164_2531	357		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2345894	2346250	+	ACR43123.1			conserved hypothetical protein			M164_2531	357	118	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2346270	2347493	+							M164_2532	1224		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2346270	2347493	+	ACR43124.1			FAD dependent oxidoreductase			M164_2532	1224	407	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2347490	2347759	+							M164_2533	270		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2347490	2347759	+	ACR43125.1			4Fe-4S ferredoxin iron-sulfur binding domain protein			M164_2533	270	89	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2347777	2348826	+							M164_2534	1050		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2347777	2348826	+	ACR43126.1			glycosyl transferase group 1			M164_2534	1050	349	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2348852	2350447	+							M164_2535	1596		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2348852	2350447	+	ACR43127.1			thiamine pyrophosphate protein domain protein TPP-binding			M164_2535	1596	531	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2350478	2351392	+							M164_2536	915		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2350478	2351392	+	ACR43128.1			5-oxopent-3-ene-1,2,5-tricarboxylatede carboxylase			M164_2536	915	304	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2351395	2352021	-							M164_2537	627		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2351395	2352021	-	ACR43129.1			conserved hypothetical protein			M164_2537	627	208	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2352059	2353291	-							M164_2538	1233		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2352059	2353291	-	ACR43130.1			Amidohydrolase 3			M164_2538	1233	410	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2353319	2354248	-							M164_2539	930		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2353319	2354248	-	ACR43131.1			MscS Mechanosensitive ion channel			M164_2539	930	309	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2354523	2355119	+							M164_2540	597		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2354523	2355119	+	ACR43132.1			conserved hypothetical protein			M164_2540	597	198	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2355149	2356504	-							M164_2541	1356		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2355149	2356504	-	ACR43133.1			conserved hypothetical protein			M164_2541	1356	451	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2356535	2357512	-							M164_2542	978		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2356535	2357512	-	ACR43134.1			FAD-dependent pyridine nucleotide-disulphideoxido reductase			M164_2542	978	325	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2357596	2359479	-							M164_2543	1884		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2357596	2359479	-	ACR43135.1			4Fe-4S ferredoxin iron-sulfur binding domain protein			M164_2543	1884	627	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2359576	2360304	+							M164_2544	729		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2359576	2360304	+	ACR43136.1			Electron transfer flavoprotein alpha/beta-subunit			M164_2544	729	242	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2360306	2361169	+							M164_2545	864		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2360306	2361169	+	ACR43137.1			Electron transfer flavoprotein alpha subunit			M164_2545	864	287	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2361194	2362390	+							M164_2546	1197		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2361194	2362390	+	ACR43138.1			acyl-CoA dehydrogenase domain protein			M164_2546	1197	398	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2362387	2364675	+							M164_2547	2289		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2362387	2364675	+	ACR43139.1			aldehyde oxidase and xanthine dehydrogenase molybdopterin binding			M164_2547	2289	762	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2364659	2364907	-							M164_2548	249		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2364659	2364907	-	ACR43140.1			conserved hypothetical protein			M164_2548	249	82	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2364974	2366170	+							M164_2549	1197		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2364974	2366170	+	ACR43141.1			4Fe-4S ferredoxin iron-sulfur binding domain protein			M164_2549	1197	398	
